0.0,1661617224763,2.2909132097078406
1.0,1661617598636,2.2308643807535584
2.0,1661617973993,2.1639139579690023
3.0,1661618347279,2.093335705736409
4.0,1661618718696,2.0210372313209204
5.0,1661619088549,1.945747823300569
6.0,1661619457728,1.8715691245120505
7.0,1661619830657,1.79873715068983
8.0,1661620203392,1.7354941388835077
9.0,1661620579995,1.6695111710092296
10.0,1661620956028,1.6190905052682627
11.0,1661621332289,1.5878660492275072
12.0,1661621709440,1.5409806101218513
13.0,1661622085943,1.5032452469286712
14.0,1661622461692,1.4732215850249581
15.0,1661622836523,1.455948251744975
16.0,1661623211783,1.4369046993877577
17.0,1661623586890,1.4115204572677613
18.0,1661623960920,1.403064367045527
19.0,1661624335687,1.3856934267541636
20.0,1661624711369,1.3778401779091876
21.0,1661625079776,1.362870051290678
22.0,1661625448552,1.3552750553773798
23.0,1661625816854,1.3474459316419518
24.0,1661626185178,1.3345590632894764
25.0,1661626552633,1.3309658856495568
26.0,1661626920432,1.3122375939203346
27.0,1661627290099,1.3118599912394648
28.0,1661627658277,1.3013743740061054
29.0,1661628027381,1.2903495868910915
30.0,1661628399207,1.2767786178899847
31.0,1661628773576,1.2697192440862242
32.0,1661629147567,1.2550439235956772
33.0,1661629521624,1.247920528702114
34.0,1661629895714,1.2397218302540156
35.0,1661630269911,1.2288774106813514
36.0,1661630644610,1.2097416688566622
37.0,1661631017953,1.2049293414406155
38.0,1661631388740,1.1896068282749341
39.0,1661631757271,1.1700918848099915
40.0,1661632126625,1.1628880894702414
41.0,1661632495473,1.13605847099553
42.0,1661632865131,1.1253888879133307
43.0,1661633235253,1.1136376365371372
44.0,1661633604576,1.10047305226326
45.0,1661633977164,1.0821660632672516
46.0,1661634350245,1.0700710021931192
47.0,1661634722849,1.0480540329995363
48.0,1661635095922,1.033758961117786
49.0,1661635467836,1.0168856568958449
50.0,1661635841053,1.000793442259664
51.0,1661636212983,0.9910388798817344
52.0,1661636583154,0.9872380137443543
53.0,1661636953429,0.9669406336286793
54.0,1661637324222,0.9539110003606133
55.0,1661637697013,0.9502700834170632
56.0,1661638069776,0.9421725708505382
57.0,1661638444374,0.9108417733855869
58.0,1661638820453,0.9093696224948634
59.0,1661639197129,0.896701222139856
60.0,1661639569307,0.8802799281866655
61.0,1661639940700,0.875112361493318
62.0,1661640309450,0.8538946217816809
63.0,1661640678651,0.8437703644451888
64.0,1661641047959,0.8421257508837658
65.0,1661641418836,0.818943021349285
66.0,1661641789386,0.8072367416775745
67.0,1661642162480,0.8025324860344762
68.0,1661642532262,0.7921751649483391
69.0,1661642905972,0.7926306197176809
70.0,1661643277299,0.7736344779315202
71.0,1661643648441,0.7555651466483655
72.0,1661644022081,0.7528664358284163
73.0,1661644392832,0.7351528089979421
74.0,1661644762144,0.709547711196153
75.0,1661645138615,0.7097049510997274
76.0,1661645512375,0.7004084609124972
77.0,1661645884061,0.6859307500331299
78.0,1661646260049,0.6822455709395201
79.0,1661646636520,0.663246766898943
80.0,1661647010086,0.653196935031725
81.0,1661647384320,0.6544259066167085
82.0,1661647761656,0.6381355537020642
83.0,1661648138295,0.6170962565619013
84.0,1661648512309,0.603348438895267
85.0,1661648888110,0.6096044853977535
86.0,1661649259104,0.5810691289927649
87.0,1661649630544,0.5851313616918481
88.0,1661650000454,0.5650488168649052
89.0,1661650369416,0.547607487116171
90.0,1661650737911,0.5429145286264627
91.0,1661651106432,0.5337998896189358
92.0,1661651478373,0.5199164114568544
93.0,1661651849534,0.5162384064301201
94.0,1661652221973,0.5166939091423284
95.0,1661652594501,0.5066666312839674
96.0,1661652968995,0.49802337875184804
97.0,1661653340988,0.4987287203254907
98.0,1661653713307,0.47807309076837873
99.0,1661654084955,0.4693418767141259
100.0,1661654454610,0.46141924657251526
101.0,1661654824340,0.4663614352112231
102.0,1661655195870,0.45920292294543724
103.0,1661655568947,0.4411772840048956
104.0,1661655939126,0.46350622980490974
105.0,1661656308281,0.4349847223447717
106.0,1661656678375,0.4325422669234483
107.0,1661657047197,0.4259606910464556
108.0,1661657416244,0.4212121645393579
109.0,1661657786055,0.40066628073868543
110.0,1661658155156,0.40462265487598337
111.0,1661658525273,0.40099913095650463
112.0,1661658901298,0.39635067841281063
113.0,1661659277356,0.37803635684692344
